Date,AAPL,JNJ,JPM,MSFT,PG,XOM
2020-01-03,-0.009769565090739639,-0.011645094302276263,-0.01328413277718298,-0.01252998115851739,-0.006748434656755141,-0.008071817733918138
2020-01-06,0.007936450846813138,-0.001248650621168663,-0.0007956946880857973,0.0025814252599429058,0.0013859002871069819,0.007648399793506925
2020-01-07,-0.0047143139283193835,0.006088292969761328,-0.01714665801938108,-0.009159338397771529,-0.006210516908404214,-0.008217358852872184
2020-01-08,0.015958645226599264,-0.000137826322104729,0.0077706047352108214,0.015802760818931803,0.00425385574750339,-0.015195389348173815
2020-01-09,0.02101807282273594,0.0029616971205360786,0.0036447726392192493,0.012415636776666092,0.010878476899884188,0.007626484629013559
2020-01-10,0.002258366252855152,-0.0022723195036495093,-0.010017857376175407,-0.004637905508593271,0.0009682240255650827,-0.008927222364476073
2020-01-13,0.0211391785375798,0.00440236089743715,0.008270220786085785,0.011952785406011517,0.007313693148772286,0.00950057512863561
2020-01-14,-0.01359519212603991,0.005612491117420371,0.011594213314097103,-0.007068233831585209,-0.001522450681255694,-0.008633180118375036
2020-01-15,-0.0042947954431177045,0.0033385872650047344,-0.015099136007687647,0.006455455775698514,0.010133457600094637,-0.001591091160066706
2020-01-16,0.012448752967568097,0.008062085053997454,0.0038693065198318337,0.018157437753470368,0.0008729608884270485,-0.003915599778136019
2020-01-17,0.011010081003507725,0.006523413916449266,0.006897599065951673,0.0055811283143052445,0.0026933770534102058,-0.00378490869922885
2020-01-21,-0.0067999695011579115,0.0006704123444250388,-0.009889604647008351,-0.0035971138775237476,-0.0025347130015603695,-0.014397087203054007
2020-01-22,0.00356283492389473,-0.006856948907187277,-0.0011698618773909083,-0.004816562417877282,0.0017432212455008107,-0.00578773233085371
2020-01-23,0.004804583203963458,0.0018871068504460857,-0.0010248023633937574,0.006137055237423396,-0.004581956301148732,-0.00627076179976762
2020-01-24,-0.0028859988772676538,-0.0014144632878941583,-0.025141196150174187,-0.01012814660107052,0.0011995033921716146,-0.006762033415632169
2020-01-27,-0.029846325523756708,0.002894700199140735,-0.008447103163007369,-0.01686447674277067,0.004385604362627012,-0.024112339617342497
2020-01-28,0.027896786974422213,0.0050293968429123434,0.01801416339601283,0.01940651065722433,0.0027012691522628374,-0.0013912459869005077
2020-01-29,0.020715884200588005,0.006932363937168955,-0.0014886133547222513,0.01547208625608672,-0.007726268838032438,-0.008387819196045844
2020-01-30,-0.0014500759847677462,-0.0011963960652820343,0.012290889918759249,0.027817301592026514,0.0070913198201276485,0.010551057647356477
2020-01-31,-0.045351847623249834,-0.009959078393964914,-0.026320337547619418,-0.014868617850243982,-0.010615747664105021,-0.04208325318425397
2020-02-03,-0.002749621942152409,0.00869490504385797,0.007601589835295157,0.024086303769298326,0.0039240801036163715,-0.022630143628306797
2020-02-04,0.03247997550864404,0.009477311681906379,0.01429367232405375,0.032386406848377416,0.0043865124316034695,-0.012593392131329291
2020-02-05,0.008121345218951203,0.01564245101261978,0.01685763838906057,-0.0012221057742958295,0.00911022237013996,0.044995369711235966
2020-02-06,0.011628934115570573,-0.00299195966473749,0.00014535632600854193,0.02052172016655878,0.0025986122813025396,-0.013642739762296104
2020-02-07,-0.013685574050185799,-0.010739331173984287,-0.0032025990311922953,0.0014148407922832916,-0.008372012855949369,-0.006647929417842198
2020-02-10,0.00473820888259169,-0.00019745898894496584,0.004146704794166144,0.0258206794014525,0.0007135266768640087,-0.010617233624941883
2020-02-11,-0.006051545302950779,0.0008553345455465227,0.0018859323795933167,-0.02283412573834468,-0.01605920187803756,0.009461525917478623
2020-02-12,0.023470083898245137,-0.005938731175506324,0.0,0.0014627500318665145,-0.005734883865855902,0.012151018640699823
2020-02-13,-0.007146691093622277,-0.006640634805682765,-0.000870053555326472,-0.005428494676836151,0.012157504649628214,-0.00556441552679196
2020-02-14,0.00024631896721835563,0.00026645454763824455,-0.0030507377540131045,0.008887558599992587,0.009398654797984313,-0.004606054740212366
2020-02-18,-0.018480109991108006,-0.006616252239382528,-0.01332848016378558,0.010091585473962413,-0.010119093158992192,-0.01277706524903279
2020-02-19,0.014378776415201825,-0.001341959114731167,0.013546778278569852,0.0029949722403667697,0.0045543177444247965,0.007652611140582163
2020-02-20,-0.010311628819785468,-0.0038343287460342224,0.0,-0.015389126720812737,0.009047228803907504,-0.007986741293608686
2020-02-21,-0.022895212383640763,0.010459014589076658,-0.012294313311578221,-0.032123191154921835,0.0009473598954291958,-0.012270018807861474
2020-02-24,-0.048665440169485874,-0.020821620251111405,-0.027243671982485985,-0.044072433177006966,-0.02720169129441096,-0.047978709249236765
2020-02-25,-0.03445940307842012,-0.008672947292665021,-0.04566988942166975,-0.016639667707132627,-0.015282339997964725,-0.03907877930058314
2020-02-26,0.015739447806574075,-0.0067283331833943244,0.0030050134318523065,0.01241748600555409,-0.010513806040549592,-0.022200459276628004
2020-02-27,-0.06760311167744008,-0.032251875863586084,-0.04250448420029282,-0.07306460073140407,-0.05702128422329237,-0.062064104431269335
2020-02-28,-0.0005850217865670934,-0.033921529937642185,-0.044305877558557506,0.023924589678172455,-0.002381752409073838,0.03199979321934898
2020-03-02,0.08901835869243778,0.040370019641154616,0.04554069853807596,0.06441883913540135,0.05439710085497703,0.04634311442344334
2020-03-03,-0.03227455367979556,-0.032149702175392904,-0.03824672917379548,-0.04910553418056589,-0.011694104780973881,-0.049068554172406735
2020-03-04,0.04534097552016803,0.05655973479107816,0.024409010209799763,0.036057261918669134,0.052181442928692694,0.021597282268980965
2020-03-05,-0.03297468499464481,-0.010298055400266294,-0.05030568563374839,-0.025415695186236587,-0.023322078369993286,-0.045067679026406314
2020-03-06,-0.013369033644096315,0.00014087217087246714,-0.0530635454968677,-0.028674163088532028,0.00024667451634276873,-0.04949860497248009
2020-03-09,-0.08239521157304228,-0.040153217312436165,-0.14555217286378097,-0.07017866678393192,-0.04712305429405474,-0.1303909530922136
2020-03-10,0.0695460750430552,0.03740366963752421,0.07482615979049322,0.06614741604276167,0.0379574610788963,0.03635901716385375
2020-03-11,-0.03534768195334072,-0.07200315593453656,-0.04821447915444895,-0.04636056200622521,-0.0772332351923186,-0.03349674201625336
2020-03-12,-0.10397791830669942,-0.049697164458448434,-0.08602615238087835,-0.09964133821826868,-0.09142850749806197,-0.12142218709258217
2020-03-13,0.11315736329033241,0.06841338073726379,0.16562001116688665,0.1329288921581033,0.11340930805807795,0.024968014982515493
2020-03-16,-0.1377080886954804,-0.05479171738761433,-0.1621058976050918,-0.15945339351218424,-0.05006190766938297,-0.1000694121386119
2020-03-17,0.04303088689022703,0.07177370657928103,0.05931914917865288,0.07912216271043532,0.08596609560850932,0.0651001936487088
2020-03-18,-0.02478441669591414,-0.012005167359510691,-0.1112319769403652,-0.04300749710735514,-0.006703692341708227,-0.1056324047619882
2020-03-19,-0.007691620029200233,-0.06039787108342251,0.016668258985096725,0.016318896638955582,-0.058015202793111696,0.03879104145133152
2020-03-20,-0.06559036592190122,-0.05800588948986904,-0.021327962290297656,-0.03828217232760319,-0.07881778077703293,-0.05033083279684868
2020-03-23,-0.021473206292573203,-0.07578424366604894,-0.05501895027562302,-0.010024550842758863,-0.04727799471987796,-0.04019847462270585
2020-03-24,0.0956061052015914,0.06984440435775563,0.11238342235032293,0.0869987558499544,0.05544529150503995,0.11944221576794462
2020-03-25,-0.0055240375914729556,0.001844182981014818,0.03663820041330852,-0.009618484389812405,-0.023019114738200848,0.05088398252356305
2020-03-26,0.051285289720277,0.05831643459615988,0.06734190295996517,0.060672810901121206,0.06204595550383042,0.040210359145470435
2020-03-27,-0.04228396205651207,-0.027311123113892204,-0.07390427010118582,-0.04192790802707585,0.025650640640178135,-0.04937030366484119
2020-03-30,0.02813827717100223,0.07693978760347339,0.02567453419280944,0.06797719134200353,0.04290773545820545,0.014775582410065172
2020-03-31,-0.002042633900789661,-0.014235170725621728,-0.03781867701917988,-0.015852295478665922,-0.04445207459341788,0.01245566193404682
2020-04-01,-0.05405188003245548,-0.01785075779501092,-0.06504933934876087,-0.03615417319487516,-0.006109393837611002,-0.011656204134683521
2020-04-02,0.016549020631077903,0.03313794076455961,0.03665941252357048,0.02049721259345944,0.045330407821656836,0.07368934975098577
2020-04-03,-0.014475709463055996,0.007631130943270467,-0.030003326579880536,-0.009252817388828629,0.0059264467210444725,-0.02989789091975407
2020-04-06,0.08363986337802103,0.040819345379341426,0.062379779177600805,0.07173222718115745,0.02344561211737091,0.031629259019966736
2020-04-07,-0.011649682243043693,-0.01644845012094345,0.01310422504862662,-0.010828635086165002,-0.043722986408907066,0.01884798545607602
2020-04-08,0.02527243331790066,0.04118281376557329,0.0395853968608946,0.00998140288606762,0.02045085630604423,0.06136550968422497
2020-04-09,0.007189992954785117,-0.01427106810558558,0.08591494284740812,6.027004183318023e-05,-0.0038297624438646542,-0.016555643909192327
2020-04-13,0.019437680237846793,-0.010391883577471908,-0.04549170731371742,0.0022381903120436463,0.011187879013318233,-0.008615872523677568
2020-04-14,0.04926925070621284,0.04381407617073424,-0.027778169885429863,0.048297830062431296,0.04230058675699595,-0.007747605449449391
2020-04-15,-0.009169231929576442,0.011100070114176533,-0.0505770902773593,-0.01053281706337558,0.0021474740063143778,-0.047047437298920025
2020-04-16,0.007914528966236997,0.01352054428132847,-0.0388549330776822,0.02957858347788207,0.002306923273519773,-0.03340722591472044
2020-04-17,-0.01366165651923173,0.015579264510770123,0.08607572784646032,0.008773473243484929,0.025916245581533735,0.0989023319387864
2020-04-20,-0.020975148436695693,-0.002305071371507913,-0.0371382949724191,-0.02001990397067122,-0.033351278004051105,-0.04835057340327267
2020-04-21,-0.031398347316418905,-0.013207389435026067,-0.02943360429241905,-0.0422367907889428,-0.007657689341406529,-0.005356501110875984
2020-04-22,0.028396702321862227,0.02187278315988852,0.003251035136942592,0.033400752604952594,-0.002342417646717893,0.028164151062153253
2020-04-23,-0.003883276851944339,0.016337685299258258,0.0005594497596448287,-0.012176195434188398,0.006646966633430056,0.030850667932628875
2020-04-24,0.0284610206816157,-0.00418841754470864,0.014659082846362456,0.018094744288194096,-0.0052062447525321786,0.006423322970820628
2020-04-27,0.0007065384181075578,-0.0036878047713714518,0.04220131296712172,-0.002868657223698429,-0.01126010241234291,0.004790955854867502
2020-04-28,-0.01634225129857006,-0.01897469964858024,0.007055814932340629,-0.024662493005811994,-0.004779596959800466,0.023170347268263707
2020-04-29,0.03231735357741134,-0.007625285259015487,0.02661306444572713,0.04389589126036222,0.001624311610294769,0.05389150711702216
2020-04-30,0.0208763830965896,-0.001332055955591,-0.021692770008057107,0.009982013093178192,0.006724807849156995,-0.021080053170100095
2020-05-01,-0.016230272510864903,-0.011732138139041346,-0.026561154029019117,-0.026232079673330636,-0.008948037120146388,-0.0743560191346342
2020-05-04,0.01404986781818449,-0.0001347433078470348,-0.011974867427935295,0.024165526347581817,-0.009028904060346236,0.039541340468509406
2020-05-05,0.014897443550842044,0.008261346046856676,-0.0015203790034530363,0.010678568964900605,0.0020710525677367104,-0.0011146144125459287
2020-05-06,0.010263957943574684,-0.009543404843344965,-0.018983413982935366,0.009799108001030654,-0.025404051316607154,-0.018915217188052683
2020-05-07,0.010291898049421667,-0.0033144893955341552,0.010359582814642632,0.005790249522768703,-0.008256902956007568,0.005666909181449952
2020-05-08,0.023522937511042074,0.007492553801826749,0.016203770798349986,0.005864964776405923,0.03314359310986797,0.04291748752297392
