,Equal Weight,Min Variance,Max Sharpe
AAPL,0.16666666666666666,0.02040937041097027,0.7772319223143151
JNJ,0.16666666666666666,0.4700365977878592,0.0
JPM,0.16666666666666666,1.1774468971801355e-18,0.0
MSFT,0.16666666666666666,0.06617678623487369,0.11811721308602621
PG,0.16666666666666666,0.3302797135017717,0.0
XOM,0.16666666666666666,0.11309753206452493,0.1046508645996588
